location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Germany,DEU,08/11/2021,113604211,58129075,55935244,2881331,174241,191908,135.4,69.28,66.67,3.43,2287,35802,0.043
Germany,DEU,09/11/2021,113943955,58186335,56008832,3094903,339744,209808,135.81,69.35,66.76,3.69,2501,38474,0.046
Germany,DEU,10/11/2021,114343535,58247530,56085170,3361465,399580,225222,136.28,69.42,66.85,4.01,2684,39646,0.047
Germany,DEU,11/11/2021,114756543,58312460,56163978,3635214,413008,241251,136.78,69.5,66.94,4.33,2875,41374,0.049
Germany,DEU,12/11/2021,115088310,58368600,56221266,3858315,331767,251830,137.17,69.57,67.01,4.6,3002,42756,0.051
Germany,DEU,13/11/2021,115193146,58395216,56241493,3919300,104836,256524,137.3,69.6,67.03,4.67,3057,43786,0.052
Germany,DEU,14/11/2021,115242417,58406583,56250952,3948662,49271,258921,137.36,69.61,67.04,4.71,3086,44218,0.053
Germany,DEU,15/11/2021,115488792,58450265,56291927,4113829,246375,269226,137.65,69.67,67.09,4.9,3209,45884,0.055
Germany,DEU,16/11/2021,115963336,58515382,56361056,4458378,474544,288483,138.22,69.74,67.18,5.31,3438,47007,0.056
Germany,DEU,17/11/2021,116517953,58586391,56431794,4875758,554617,310631,138.88,69.83,67.26,5.81,3702,48409,0.058
Germany,DEU,18/11/2021,117102673,58662244,56507135,5314396,584720,335161,139.57,69.92,67.35,6.33,3995,49969,0.06
Germany,DEU,19/11/2021,117647693,58737724,56574667,5723347,545020,365626,140.22,70.01,67.43,6.82,4358,52732,0.063
Germany,DEU,20/11/2021,117868215,58784786,56601531,5876413,220522,382153,140.49,70.06,67.46,7,4555,55653,0.066
Germany,DEU,21/11/2021,117963417,58802178,56613119,5944749,95202,388714,140.6,70.09,67.48,7.09,4633,56514,0.067
Germany,DEU,22/11/2021,118383167,58866365,56655248,6264730,419750,413482,141.1,70.16,67.53,7.47,4928,59443,0.071
Germany,DEU,23/11/2021,119101170,58970179,56726716,6817237,718003,448262,141.96,70.29,67.61,8.13,5343,64971,0.077
Germany,DEU,24/11/2021,120001069,59098215,56813346,7514368,899899,497588,143.03,70.44,67.72,8.96,5931,73118,0.087
Germany,DEU,25/11/2021,120888984,59226156,56898712,8200868,887915,540902,144.09,70.59,67.82,9.77,6447,80559,0.096
Germany,DEU,26/11/2021,121733730,59343434,56974952,8864035,844746,583720,145.09,70.73,67.91,10.56,6957,86530,0.103
Germany,DEU,27/11/2021,122309425,59435666,57020223,9314071,575695,634459,145.78,70.84,67.96,11.1,7562,92983,0.111
Germany,DEU,28/11/2021,122515630,59468320,57037246,9474648,206205,650316,146.02,70.88,67.98,11.29,7751,95163,0.113
Germany,DEU,29/11/2021,123150185,59557280,57089804,9975706,634555,681003,146.78,70.99,68.04,11.89,8117,98702,0.118
Germany,DEU,30/11/2021,124076136,59666209,57165209,10726014,925951,710709,147.88,71.12,68.13,12.78,8471,99433,0.119
Germany,DEU,01/12/2021,125205932,59780867,57250019,11664595,1129796,743552,149.23,71.25,68.24,13.9,8862,97522,0.116
Germany,DEU,02/12/2021,126314432,59888795,57338596,12584665,1108500,775064,150.55,71.38,68.34,15,9238,94663,0.113
Germany,DEU,03/12/2021,127390147,59989484,57414667,13490859,1075715,808060,151.83,71.5,68.43,16.08,9631,92293,0.11
Germany,DEU,04/12/2021,128224586,60063559,57461772,14211294,834439,845023,152.83,71.59,68.49,16.94,10072,89699,0.107
Germany,DEU,05/12/2021,128506366,60086999,57477596,14455654,281780,855819,153.17,71.62,68.51,17.23,10200,88383,0.105
Germany,DEU,06/12/2021,129262884,60156743,57527241,15098780,756518,873243,154.07,71.7,68.57,18,10408,85638,0.102
Germany,DEU,07/12/2021,130360134,60242579,57604856,16038123,1097250,897714,155.37,71.8,68.66,19.12,10700,82339,0.098
Germany,DEU,08/12/2021,131654979,60336314,57690088,17159621,1294845,921292,156.92,71.91,68.76,20.45,10981,79350,0.095
Germany,DEU,09/12/2021,132912713,60425887,57780677,18242340,1257734,942612,158.42,72.02,68.87,21.74,11235,76727,0.091
Germany,DEU,10/12/2021,134147330,60508319,57867215,19313573,1234617,965312,159.89,72.12,68.97,23.02,11505,74119,0.088
Germany,DEU,11/12/2021,135143543,60570518,57922737,20196085,996213,988422,161.08,72.19,69.04,24.07,11781,72423,0.086
Germany,DEU,12/12/2021,135465309,60588868,57940980,20482455,321766,994135,161.46,72.22,69.06,24.41,11849,71696,0.085
Germany,DEU,13/12/2021,136280900,60643670,57997771,21189913,815591,1002574,162.43,72.28,69.13,25.26,11950,69561,0.083
Germany,DEU,14/12/2021,137430728,60718557,58087101,22179073,1149828,1010085,163.8,72.37,69.23,26.43,12039,67997,0.081
Germany,DEU,15/12/2021,139079763,60826096,58214321,23597174,1649035,1060683,165.77,72.5,69.38,28.13,12642,69969,0.083
Germany,DEU,16/12/2021,140488034,60928093,58338948,24782665,1408271,1082189,167.45,72.62,69.53,29.54,12898,71744,0.086
Germany,DEU,17/12/2021,141792240,61038397,58457498,25861400,1304206,1092130,169,72.75,69.67,30.82,13017,75725,0.09
Germany,DEU,18/12/2021,142758889,61134236,58526965,26664509,966649,1087907,170.15,72.87,69.76,31.78,12967,80531,0.096
Germany,DEU,19/12/2021,143141954,61181825,58552521,26975169,383065,1096664,170.61,72.92,69.79,32.15,13071,84708,0.101
Germany,DEU,20/12/2021,144130978,61269554,58642448,27788441,989024,1121440,171.79,73.03,69.9,33.12,13366,89412,0.107
Germany,DEU,21/12/2021,145348925,61375937,58764412,28780643,1217947,1131171,173.24,73.15,70.04,34.3,13482,93911,0.112
Germany,DEU,22/12/2021,146548186,61481403,58882289,29758427,1199261,1066918,174.67,73.28,70.18,35.47,12716,93615,0.112
Germany,DEU,23/12/2021,147358349,61555899,58967932,30409915,810163,981474,175.63,73.37,70.28,36.25,11698,89687,0.107
Germany,DEU,24/12/2021,147437058,61564474,58978207,30470613,78709,806403,175.73,73.38,70.3,36.32,9611,75154,0.09
Germany,DEU,25/12/2021,147473029,61566519,58980692,30502141,35971,673449,175.77,73.38,70.3,36.36,8027,61755,0.074
Germany,DEU,26/12/2021,147543276,61572934,58986907,30559846,70247,628760,175.86,73.39,70.31,36.42,7494,55873,0.067
Germany,DEU,27/12/2021,148138976,61625345,59049369,31041749,595700,572571,176.57,73.45,70.38,37,6824,50827,0.061
Germany,DEU,28/12/2021,148855529,61691253,59125439,31617744,716553,500943,177.42,73.53,70.47,37.68,5971,45045,0.054
Germany,DEU,29/12/2021,149570246,61759656,59197342,32193109,714717,431723,178.27,73.61,70.56,38.37,5146,39750,0.047
Germany,DEU,30/12/2021,150129409,61815872,59258323,32635972,559163,395866,178.94,73.68,70.63,38.9,4718,37139,0.044
Germany,DEU,31/12/2021,150254109,61828859,59273567,32733329,124700,402436,179.09,73.69,70.65,39.01,4797,37769,0.045
Germany,DEU,01/01/2022,150282530,61830987,59276448,32756771,28421,401357,179.12,73.7,70.65,39.04,4784,37781,0.045
Germany,DEU,02/01/2022,150436113,61847287,59290362,32880282,153583,413262,179.3,73.72,70.67,39.19,4926,39193,0.047
Germany,DEU,03/01/2022,150915879,61886643,59350775,33260950,479766,396700,179.87,73.76,70.74,39.64,4728,37328,0.044
Germany,DEU,04/01/2022,151615081,61943904,59445412,33809347,699202,394222,180.71,73.83,70.85,40.3,4699,36093,0.043
Germany,DEU,05/01/2022,152429835,62004158,59557093,34453067,814754,408513,181.68,73.9,70.99,41.06,4869,34929,0.042
Germany,DEU,06/01/2022,153110313,62055268,59648318,34992002,680478,425843,182.49,73.96,71.09,41.71,5076,34199,0.041
Germany,DEU,07/01/2022,153873681,62111683,59764397,35584228,763368,517082,183.4,74.03,71.23,42.41,6163,40403,0.048
Germany,DEU,08/01/2022,154389604,62156964,59845436,35974381,515923,586725,184.02,74.08,71.33,42.88,6993,46568,0.056
Germany,DEU,09/01/2022,154573877,62175599,59879677,36106004,184273,591109,184.23,74.11,71.37,43.03,7045,46902,0.056
Germany,DEU,10/01/2022,155131110,62212728,59962564,36544006,557233,602176,184.9,74.15,71.47,43.56,7177,46584,0.056
Germany,DEU,11/01/2022,155924854,62266666,60081760,37165772,793744,615682,185.85,74.21,71.61,44.3,7338,46109,0.055
Germany,DEU,12/01/2022,156802215,62326151,60214466,37851763,877361,624626,186.89,74.29,71.77,45.12,7445,45999,0.055
Germany,DEU,13/01/2022,157636310,62384087,60339151,38504067,834095,646571,187.88,74.35,71.92,45.89,7706,46974,0.056
Germany,DEU,14/01/2022,158412426,62446274,60452239,39106134,776116,648392,188.81,74.43,72.05,46.61,7728,47799,0.057
Germany,DEU,15/01/2022,158876724,62504688,60521990,39442649,464298,641017,189.36,74.5,72.14,47.01,7640,49675,0.059
Germany,DEU,16/01/2022,159030620,62523407,60544973,39555168,153896,636678,189.55,74.52,72.16,47.15,7588,49687,0.059
Germany,DEU,17/01/2022,159509480,62562814,60617787,39922521,478860,625481,190.12,74.57,72.25,47.58,7455,50012,0.06
Germany,DEU,18/01/2022,160159275,62613091,60713679,40426970,649795,604917,190.89,74.63,72.36,48.18,7210,49489,0.059
Germany,DEU,19/01/2022,160836450,62671344,60817016,40943393,677175,576319,191.7,74.7,72.49,48.8,6869,49313,0.059
Germany,DEU,20/01/2022,161535644,62728943,60920594,41481823,699194,557048,192.53,74.77,72.61,49.44,6639,49265,0.059
Germany,DEU,21/01/2022,162130071,62781900,61010987,41933339,594427,531092,193.24,74.83,72.72,49.98,6330,47947,0.057
Germany,DEU,22/01/2022,162424357,62820024,61065175,42135494,294286,506805,193.59,74.87,72.78,50.22,6041,45048,0.054
Germany,DEU,23/01/2022,162531725,62833277,61090525,42204281,107368,500158,193.72,74.89,72.81,50.3,5961,44267,0.053
Germany,DEU,24/01/2022,162887205,62864208,61151857,42467725,355480,482532,194.14,74.93,72.89,50.62,5751,43056,0.051
Germany,DEU,25/01/2022,163385392,62905444,61234851,42842225,498187,460874,194.74,74.98,72.99,51.06,5493,41765,0.05
Germany,DEU,26/01/2022,163886761,62946651,61317293,43220177,501369,435759,195.33,75.03,73.08,51.51,5194,39330,0.047
Germany,DEU,27/01/2022,164394382,62990449,61410913,43592525,507621,408391,195.94,75.08,73.19,51.96,4868,37358,0.045
Germany,DEU,28/01/2022,164829329,63028793,61490071,43910212,434947,385608,196.46,75.12,73.29,52.34,4596,35270,0.042
Germany,DEU,29/01/2022,165039370,63055150,61541087,44042901,210041,373573,196.71,75.15,73.35,52.49,4453,33589,0.04
Germany,DEU,30/01/2022,165114716,63064047,61561469,44088966,75346,368999,196.8,75.17,73.37,52.55,4398,32967,0.039
Germany,DEU,31/01/2022,165345975,63085579,61607960,44252401,231259,351253,197.07,75.19,73.43,52.74,4187,31624,0.038
Germany,DEU,01/02/2022,165637180,63111154,61663391,44462754,291205,321684,197.42,75.22,73.5,52.99,3834,29387,0.035
Germany,DEU,02/02/2022,165997064,63141859,61731572,44724039,359884,301472,197.85,75.26,73.58,53.31,3593,27887,0.033
Germany,DEU,03/02/2022,166337380,63170681,61797960,44969409,340316,277571,198.26,75.29,73.66,53.6,3308,25747,0.031
Germany,DEU,04/02/2022,166646222,63196756,61866108,45184230,308842,259556,198.62,75.32,73.74,53.85,3094,23995,0.029
Germany,DEU,05/02/2022,166791325,63213067,61916926,45262298,145103,250279,198.8,75.34,73.8,53.95,2983,22560,0.027
Germany,DEU,06/02/2022,166843353,63218651,61935126,45290581,52028,246948,198.86,75.35,73.82,53.98,2943,22086,0.026
Germany,DEU,07/02/2022,167007798,63231463,61974558,45402854,164445,237403,199.05,75.36,73.87,54.12,2830,20841,0.025
Germany,DEU,08/02/2022,167280648,63253226,62033360,45595477,272850,234781,199.38,75.39,73.94,54.34,2798,20296,0.024
Germany,DEU,09/02/2022,167559307,63273127,62093342,45794413,278659,223178,199.71,75.41,74.01,54.58,2660,18753,0.022
Germany,DEU,10/02/2022,167809593,63291977,62152090,45967278,250286,210316,200.01,75.44,74.08,54.79,2507,17328,0.021
Germany,DEU,11/02/2022,168036000,63309363,62210425,46118029,226407,198540,200.28,75.46,74.15,54.97,2366,16087,0.019
Germany,DEU,12/02/2022,168138544,63319823,62247554,46172994,102544,192460,200.4,75.47,74.19,55.03,2294,15251,0.018
Germany,DEU,13/02/2022,168170734,63322852,62259206,46190548,32190,189626,200.44,75.47,74.21,55.05,2260,14886,0.018
Germany,DEU,14/02/2022,168288184,63332417,62289203,46268530,117450,182912,200.58,75.49,74.24,55.15,2180,14422,0.017
Germany,DEU,15/02/2022,168480123,63346931,62335895,46399436,191939,171354,200.81,75.5,74.3,55.3,2042,13386,0.016
Germany,DEU,16/02/2022,168667016,63359941,62379920,46529347,186893,158244,201.03,75.52,74.35,55.46,1886,12402,0.015
Germany,DEU,17/02/2022,168852573,63372731,62426247,46655889,185557,148997,201.25,75.53,74.41,55.61,1776,11536,0.014
Germany,DEU,18/02/2022,169028643,63388901,62474641,46767469,176070,141806,201.46,75.55,74.46,55.74,1690,11363,0.014
Germany,DEU,19/02/2022,169099713,63395561,62502626,46803901,71070,137310,201.55,75.56,74.5,55.79,1637,10820,0.013
Germany,DEU,20/02/2022,169127056,63397915,62512175,46819361,27343,136617,201.58,75.56,74.51,55.8,1628,10723,0.013
Germany,DEU,21/02/2022,169235793,63408160,62540880,46889203,108737,135373,201.71,75.58,74.54,55.89,1613,10820,0.013
Germany,DEU,22/02/2022,169392859,63419943,62579677,46995970,157066,130391,201.9,75.59,74.59,56.01,1554,10430,0.012
Germany,DEU,23/02/2022,169548993,63430643,62616406,47104739,156134,125997,202.08,75.6,74.63,56.14,1502,10100,0.012
Germany,DEU,24/02/2022,169706759,63441967,62655001,47212662,157766,122027,202.27,75.62,74.68,56.27,1454,9891,0.012
Germany,DEU,25/02/2022,169839871,63451404,62689346,47302083,133112,115890,202.43,75.63,74.72,56.38,1381,8929,0.011
Germany,DEU,26/02/2022,169891685,63456322,62708008,47330335,51814,113139,202.49,75.63,74.74,56.41,1348,8680,0.01
Germany,DEU,27/02/2022,169907785,63458650,62713169,47338958,16100,111533,202.51,75.64,74.75,56.42,1329,8676,0.01
Germany,DEU,28/02/2022,169987314,63467404,62731782,47391131,79529,107360,202.61,75.65,74.77,56.48,1280,8463,0.01
Germany,DEU,01/03/2022,170099102,63477220,62756496,47468374,111788,100892,202.74,75.66,74.8,56.58,1203,8182,0.01
Germany,DEU,02/03/2022,170210693,63487916,62780999,47544837,111591,94529,202.87,75.67,74.83,56.67,1127,8182,0.01
Germany,DEU,03/03/2022,170348766,63499110,62810995,47641761,138073,91715,203.04,75.68,74.86,56.78,1093,8163,0.01
Germany,DEU,04/03/2022,170457102,63510200,62836311,47713767,108336,88176,203.17,75.7,74.89,56.87,1051,8399,0.01
Germany,DEU,05/03/2022,170497391,63516393,62847893,47736294,40289,86529,203.21,75.7,74.91,56.9,1031,8582,0.01
Germany,DEU,06/03/2022,170514650,63520621,62852061,47745156,17259,86695,203.23,75.71,74.91,56.91,1033,8853,0.011
Germany,DEU,07/03/2022,170576454,63528296,62866253,47785266,61804,84163,203.31,75.72,74.93,56.95,1003,8699,0.01
Germany,DEU,08/03/2022,170675017,63537230,62887074,47854246,98563,82274,203.43,75.73,74.95,57.04,981,8573,0.01
Germany,DEU,09/03/2022,170769631,63544410,62904967,47923824,94614,79848,203.54,75.74,74.98,57.12,952,8071,0.01
GermanyAll,DEU,09/03/2022,170769631,63544410,62904967,47923824,94614,79848,203.54,75.74,74.98,57.12,952,8071,0.01
United Kingdom,GBR,10/01/2021,2677971,2286572,391399,,,,3.93,3.35,0.57,,,,
United Kingdom,GBR,11/01/2021,2843815,2431648,412167,,165844,165844,4.17,3.57,0.6,,2431,145076,0.213
United Kingdom,GBR,12/01/2021,3067541,2639309,428232,,223726,194785,4.5,3.87,0.63,,2856,176368,0.259
United Kingdom,GBR,13/01/2021,3356229,2918252,437977,,288688,226086,4.92,4.28,0.64,,3315,210560,0.309
United Kingdom,GBR,14/01/2021,3678180,3234946,443234,,321951,250052,5.39,4.74,0.65,,3666,237094,0.348
United Kingdom,GBR,15/01/2021,4023705,3576263,447442,,345525,269147,5.9,5.24,0.66,,3946,257938,0.378
United Kingdom,GBR,16/01/2021,4322456,3872394,450062,,298751,274081,6.34,5.68,0.66,,4018,264304,0.388
United Kingdom,GBR,17/01/2021,4514802,4062501,452301,,192346,262404,6.62,5.96,0.66,,3847,253704,0.372
United Kingdom,GBR,18/01/2021,4723443,4266577,456866,,208641,268518,6.93,6.26,0.67,,3937,262133,0.384
United Kingdom,GBR,19/01/2021,5070365,4609740,460625,,346922,286118,7.43,6.76,0.68,,4195,281490,0.413
United Kingdom,GBR,20/01/2021,5437284,4973248,464036,,366919,297294,7.97,7.29,0.68,,4359,293571,0.43
United Kingdom,GBR,21/01/2021,5849899,5383103,466796,,412615,310246,8.58,7.89,0.68,,4549,306880,0.45
United Kingdom,GBR,22/01/2021,6329968,5861351,468617,,480069,329466,9.28,8.59,0.69,,4830,326441,0.479
United Kingdom,GBR,23/01/2021,6822981,6353321,469660,,493013,357218,10,9.31,0.69,,5237,354418,0.52
United Kingdom,GBR,24/01/2021,7044048,6573570,470478,,221067,361321,10.33,9.64,0.69,,5297,358724,0.526
United Kingdom,GBR,25/01/2021,7325773,6853327,472446,,281725,371761,10.74,10.05,0.69,,5450,369536,0.542
United Kingdom,GBR,26/01/2021,7638543,7164387,474156,,312770,366883,11.2,10.5,0.7,,5379,364950,0.535
United Kingdom,GBR,27/01/2021,7953250,7476765,476485,,314707,359424,11.66,10.96,0.7,,5270,357645,0.524
United Kingdom,GBR,28/01/2021,8369438,7891184,478254,,416188,359934,12.27,11.57,0.7,,5277,358297,0.525
United Kingdom,GBR,29/01/2021,8859372,8378940,480432,,489934,361343,12.99,12.28,0.7,,5298,359656,0.527
United Kingdom,GBR,30/01/2021,9468382,8977329,491053,,609010,377914,13.88,13.16,0.72,,5541,374858,0.55
United Kingdom,GBR,31/01/2021,9790576,9296367,494209,,322194,392361,14.35,13.63,0.72,,5752,388971,0.57
United Kingdom,GBR,01/02/2021,10143511,9646715,496796,,352935,402534,14.87,14.14,0.73,,5902,399055,0.585
United Kingdom,GBR,02/02/2021,10520433,10021471,498962,,376922,411699,15.42,14.69,0.73,,6036,408155,0.598
United Kingdom,GBR,03/02/2021,10992444,10490487,501957,,472011,434171,16.12,15.38,0.74,,6365,430532,0.631
United Kingdom,GBR,04/02/2021,11477040,10971047,505993,,484596,443943,16.83,16.08,0.74,,6509,439980,0.645
United Kingdom,GBR,05/02/2021,11975267,11465210,510057,,498227,445128,17.56,16.81,0.75,,6526,440896,0.646
United Kingdom,GBR,06/02/2021,12526737,12015018,511719,,551470,436908,18.37,17.62,0.75,,6406,433956,0.636
United Kingdom,GBR,07/02/2021,12806587,12294006,512581,,279850,430859,18.78,18.02,0.75,,6317,428234,0.628
United Kingdom,GBR,08/02/2021,13162878,12646486,516392,,356291,431338,19.3,18.54,0.76,,6324,428539,0.628
United Kingdom,GBR,09/02/2021,13577851,13058298,519553,,414973,436774,19.91,19.15,0.76,,6404,433832,0.636
United Kingdom,GBR,10/02/2021,14033555,13509108,524447,,455704,434444,20.57,19.81,0.77,,6369,431232,0.632
United Kingdom,GBR,11/02/2021,14542318,14012224,530094,,508763,437897,21.32,20.54,0.78,,6420,434454,0.637
United Kingdom,GBR,12/02/2021,15091696,14556827,534869,,549378,445204,22.13,21.34,0.78,,6527,441660,0.648
United Kingdom,GBR,13/02/2021,15599904,15062189,537715,,508208,439024,22.87,22.08,0.79,,6437,435310,0.638
United Kingdom,GBR,14/02/2021,15839781,15300151,539630,,239877,433313,23.22,22.43,0.79,,6353,429449,0.63
United Kingdom,GBR,15/02/2021,16122272,15576107,546165,,282491,422771,23.64,22.84,0.8,,6198,418517,0.614
United Kingdom,GBR,16/02/2021,16499549,15940972,558577,,377277,417385,24.19,23.37,0.82,,6119,411811,0.604
United Kingdom,GBR,17/02/2021,16996806,16423082,573724,,497257,423322,24.92,24.08,0.84,,6206,416282,0.61
United Kingdom,GBR,18/02/2021,17465127,16875536,589591,,468321,417544,25.61,24.74,0.86,,6122,409045,0.6
United Kingdom,GBR,19/02/2021,17852327,17247442,604885,,387200,394376,26.17,25.29,0.89,,5782,384374,0.564
United Kingdom,GBR,20/02/2021,18197269,17582121,615148,,344942,371052,26.68,25.78,0.9,,5440,359990,0.528
United Kingdom,GBR,21/02/2021,18348165,17723840,624325,,150896,358341,26.9,25.99,0.92,,5254,346241,0.508
United Kingdom,GBR,22/02/2021,18558969,17916181,642788,,210804,348100,27.21,26.27,0.94,,5104,334296,0.49
United Kingdom,GBR,23/02/2021,18911978,18242873,669105,,353009,344633,27.73,26.75,0.98,,5053,328843,0.482
United Kingdom,GBR,24/02/2021,19392553,18691835,700718,,480575,342250,28.43,27.4,1.03,,5018,324108,0.475
United Kingdom,GBR,25/02/2021,19913592,19177555,736037,,521039,349781,29.2,28.12,1.08,,5128,328860,0.482
United Kingdom,GBR,26/02/2021,20450858,19682048,768810,,537266,371219,29.98,28.86,1.13,,5443,347801,0.51
United Kingdom,GBR,27/02/2021,20885683,20089551,796132,,434825,384059,30.62,29.45,1.17,,5631,358204,0.525
United Kingdom,GBR,28/02/2021,21091267,20275451,815816,,205584,391872,30.92,29.73,1.2,,5745,364516,0.534
United Kingdom,GBR,01/03/2021,21322717,20478619,844098,,231450,394821,31.26,30.02,1.24,,5789,366063,0.537
United Kingdom,GBR,02/03/2021,21599027,20703615,895412,,276310,383864,31.67,30.35,1.31,,5628,351535,0.515
United Kingdom,GBR,03/03/2021,21946433,20982571,963862,,347406,364840,32.18,30.76,1.41,,5349,327248,0.48
United Kingdom,GBR,04/03/2021,22392883,21358815,1034068,,446450,354184,32.83,31.31,1.52,,5193,311609,0.457
United Kingdom,GBR,05/03/2021,22887118,21796278,1090840,,494235,348037,33.56,31.96,1.6,,5103,302033,0.443
United Kingdom,GBR,06/03/2021,23335514,22213112,1122402,,448396,349976,34.21,32.57,1.65,,5131,303366,0.445
United Kingdom,GBR,07/03/2021,23519898,22377255,1142643,,184384,346947,34.48,32.81,1.68,,5087,300258,0.44
United Kingdom,GBR,08/03/2021,23773959,22592528,1181431,,254061,350177,34.86,33.12,1.73,,5134,301987,0.443
United Kingdom,GBR,09/03/2021,24064182,22809829,1254353,,290223,352165,35.28,33.44,1.84,,5163,300888,0.441
United Kingdom,GBR,10/03/2021,24405231,23053716,1351515,,341049,351257,35.78,33.8,1.98,,5150,295878,0.434
United Kingdom,GBR,11/03/2021,24759603,23314525,1445078,,354372,338103,36.3,34.18,2.12,,4957,279387,0.41
United Kingdom,GBR,12/03/2021,25216857,23684103,1532754,,457254,332820,36.97,34.72,2.25,,4880,269689,0.395
United Kingdom,GBR,13/03/2021,25781120,24196211,1584909,,564263,349372,37.8,35.47,2.32,,5122,283300,0.415
United Kingdom,GBR,14/03/2021,26063501,24453221,1610280,,282381,363372,38.21,35.85,2.36,,5327,296567,0.435
United Kingdom,GBR,15/03/2021,26503552,24839906,1663646,,440051,389942,38.86,36.42,2.44,,5717,321054,0.471
United Kingdom,GBR,16/03/2021,27032671,25273226,1759445,,529119,424070,39.63,37.05,2.58,,6217,351914,0.516
United Kingdom,GBR,17/03/2021,27614526,25735472,1879054,,581855,458471,40.49,37.73,2.75,,6722,383108,0.562
United Kingdom,GBR,18/03/2021,28274802,26263732,2011070,,660276,502171,41.45,38.51,2.95,,7362,421315,0.618
United Kingdom,GBR,19/03/2021,29015457,26878662,2136795,,740655,542657,42.54,39.41,3.13,,7956,456366,0.669
United Kingdom,GBR,20/03/2021,29859742,27630970,2228772,,844285,582660,43.78,40.51,3.27,,8543,490680,0.719
United Kingdom,GBR,21/03/2021,30279360,27997976,2281384,,419618,602266,44.39,41.05,3.34,,8830,506394,0.742
United Kingdom,GBR,22/03/2021,30691557,28327873,2363684,,412197,598286,45,41.53,3.47,,8772,498281,0.731
United Kingdom,GBR,23/03/2021,31186362,28653523,2532839,,494805,593384,45.72,42.01,3.71,,8700,482900,0.708
United Kingdom,GBR,24/03/2021,31766669,28991188,2775481,,580307,593163,46.57,42.5,4.07,,8696,465102,0.682
United Kingdom,GBR,25/03/2021,32325993,29316130,3009863,,559324,578742,47.39,42.98,4.41,,8485,436057,0.639
United Kingdom,GBR,26/03/2021,33020952,29727435,3293517,,694959,572214,48.41,43.58,4.83,,8389,406968,0.597
United Kingdom,GBR,27/03/2021,33684114,30151736,3532378,,663162,546339,49.39,44.21,5.18,,8010,360109,0.528
United Kingdom,GBR,28/03/2021,34125256,30445284,3679972,,441142,549414,50.03,44.64,5.4,,8055,349615,0.513
United Kingdom,GBR,29/03/2021,34530295,30682093,3848202,,405039,548391,50.63,44.98,5.64,,8040,336317,0.493
United Kingdom,GBR,30/03/2021,35033894,30908010,4125884,,503599,549647,51.36,45.31,6.05,,8058,322070,0.472
United Kingdom,GBR,31/03/2021,35660902,31147444,4513458,,627008,556319,52.28,45.67,6.62,,8156,308037,0.452
United Kingdom,GBR,01/04/2021,36277136,31318262,4958874,,616234,564449,53.19,45.92,7.27,,8276,286019,0.419
United Kingdom,GBR,02/04/2021,36631187,31425682,5205505,,354051,515748,53.71,46.07,7.63,,7561,242607,0.356
United Kingdom,GBR,03/04/2021,36917986,31533568,5384418,,286799,461982,54.13,46.23,7.89,,6773,197405,0.289
United Kingdom,GBR,04/04/2021,37013749,31581623,5432126,,95763,412642,54.27,46.3,7.96,,6050,162334,0.238
United Kingdom,GBR,05/04/2021,37119083,31622367,5496716,,105334,369827,54.42,46.36,8.06,,5422,134325,0.197
United Kingdom,GBR,06/04/2021,37391103,31707594,5683509,,272020,336744,54.82,46.49,8.33,,4937,114226,0.167
United Kingdom,GBR,07/04/2021,37899029,31807124,6091905,,507926,319732,55.56,46.63,8.93,,4688,94240,0.138
United Kingdom,GBR,08/04/2021,38444540,31903366,6541174,,545511,309629,56.36,46.77,9.59,,4540,83586,0.123
United Kingdom,GBR,09/04/2021,39001554,32010244,6991310,,557014,338624,57.18,46.93,10.25,,4965,83509,0.122
United Kingdom,GBR,10/04/2021,39587893,32121353,7466540,,586339,381415,58.04,47.09,10.95,,5592,83969,0.123
United Kingdom,GBR,11/04/2021,39846781,32190576,7656205,,258888,404719,58.42,47.2,11.22,,5934,86993,0.128
United Kingdom,GBR,12/04/2021,40107877,32250481,7857396,,261096,426971,58.8,47.28,11.52,,6260,89731,0.132
United Kingdom,GBR,13/04/2021,40496685,32326604,8170081,,388808,443655,59.37,47.39,11.98,,6505,88430,0.13
United Kingdom,GBR,14/04/2021,40958303,32444439,8513864,,461618,437039,60.05,47.57,12.48,,6408,91045,0.133
United Kingdom,GBR,15/04/2021,41505768,32574221,8931547,,547465,437318,60.85,47.76,13.09,,6412,95836,0.141
United Kingdom,GBR,16/04/2021,42140989,32709778,9431211,,635221,448491,61.78,47.96,13.83,,6575,99933,0.147
United Kingdom,GBR,17/04/2021,42780069,32849223,9930846,,639080,456025,62.72,48.16,14.56,,6686,103981,0.152
United Kingdom,GBR,18/04/2021,43084487,32932448,10152039,,304418,462529,63.17,48.28,14.88,,6781,105982,0.155
United Kingdom,GBR,19/04/2021,43457910,33032120,10425790,,373423,478576,63.71,48.43,15.29,,7017,111663,0.164
United Kingdom,GBR,20/04/2021,43915559,33139742,10775817,,457649,488411,64.39,48.59,15.8,,7161,116163,0.17
United Kingdom,GBR,21/04/2021,44450252,33257651,11192601,,534693,498850,65.17,48.76,16.41,,7314,116173,0.17
