location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Italy,ITA,02/03/2022,134306317,50634034,47525288,37653992,79032,102734,222.48,83.88,78.73,62.37,1702,5358,0.009
Italy,ITA,03/03/2022,134391109,50639412,47547160,37711536,84792,98211,222.62,83.89,78.76,62.47,1627,5198,0.009
Italy,ITA,04/03/2022,134483733,50644399,47569587,37776749,92624,92776,222.78,83.89,78.8,62.58,1537,5057,0.008
Italy,ITA,05/03/2022,134571657,50649352,47592629,37836680,87924,86290,222.92,83.9,78.84,62.68,1429,4902,0.008
Italy,ITA,06/03/2022,134600792,50651000,47601836,37854965,29135,81824,222.97,83.9,78.85,62.71,1355,4783,0.008
Italy,ITA,07/03/2022,134674029,50654748,47617230,37909062,73237,75858,223.09,83.91,78.88,62.8,1257,4545,0.008
Italy,ITA,08/03/2022,134744062,50658644,47632098,37960335,70033,73825,223.21,83.92,78.9,62.88,1223,4229,0.007
Italy,ITA,09/03/2022,134808529,50662078,47645839,38007628,64467,71745,223.31,83.92,78.93,62.96,1188,4006,0.007
ItalyAll,ITA,09/03/2022,134808529,50662078,47645839,38007628,64467,71745,223.31,83.92,78.93,62.96,1188,4006,0.007
France,FRA,27/12/2020,584,584,,,,,0,0,,,,,
France,FRA,28/12/2020,1225,1225,,,641,641,0,0,,,10,641,0.001
France,FRA,29/12/2020,1591,1591,,,366,504,0,0,,,7,504,0.001
France,FRA,30/12/2020,2022,2022,,,431,479,0,0,,,7,479,0.001
France,FRA,31/12/2020,2367,2367,,,345,446,0,0,,,7,446,0.001
France,FRA,01/01/2021,3531,3531,,,1164,589,0.01,0.01,,,9,589,0.001
France,FRA,02/01/2021,3879,3878,1,,348,549,0.01,0.01,0,,8,549,0.001
France,FRA,03/01/2021,4292,4291,1,,413,530,0.01,0.01,0,,8,530,0.001
France,FRA,04/01/2021,6373,6372,1,,2081,735,0.01,0.01,0,,11,735,0.001
France,FRA,05/01/2021,12810,12807,3,,6437,1603,0.02,0.02,0,,24,1602,0.002
France,FRA,06/01/2021,24993,24990,3,,12183,3282,0.04,0.04,0,,49,3281,0.005
France,FRA,07/01/2021,54412,54407,5,,29419,7435,0.08,0.08,0,,110,7434,0.011
France,FRA,08/01/2021,91599,91592,7,,37187,12581,0.14,0.14,0,,187,12580,0.019
France,FRA,09/01/2021,102815,102806,9,,11216,14134,0.15,0.15,0,,210,14133,0.021
France,FRA,10/01/2021,108845,108836,9,,6030,14936,0.16,0.16,0,,222,14935,0.022
France,FRA,11/01/2021,148771,148757,14,,39926,20343,0.22,0.22,0,,302,20341,0.03
France,FRA,12/01/2021,210876,210858,18,,62105,28295,0.31,0.31,0,,420,28293,0.042
France,FRA,13/01/2021,275925,275895,30,,65049,35847,0.41,0.41,0,,532,35844,0.053
France,FRA,14/01/2021,359066,359021,45,,83141,43522,0.53,0.53,0,,646,43516,0.065
France,FRA,15/01/2021,428037,427989,48,,68971,48063,0.63,0.63,0,,713,48057,0.071
France,FRA,16/01/2021,448313,448190,123,,20276,49357,0.66,0.66,0,,732,49341,0.073
France,FRA,17/01/2021,459368,459200,168,,11055,50075,0.68,0.68,0,,743,50052,0.074
France,FRA,18/01/2021,545348,545020,328,,85980,56654,0.81,0.81,0,,840,56609,0.084
France,FRA,19/01/2021,676062,675599,463,,130714,66455,1,1,0,,986,66392,0.098
France,FRA,20/01/2021,813761,813131,630,,137699,76834,1.21,1.21,0,,1140,76748,0.114
France,FRA,21/01/2021,972261,971488,773,,158500,87599,1.44,1.44,0,,1299,87495,0.13
France,FRA,22/01/2021,1093438,1092495,943,,121177,95057,1.62,1.62,0,,1410,94929,0.141
France,FRA,23/01/2021,1131947,1130948,999,,38509,97662,1.68,1.68,0,,1449,97537,0.145
France,FRA,24/01/2021,1141746,1140702,1044,,9799,97483,1.69,1.69,0,,1446,97357,0.144
France,FRA,25/01/2021,1221183,1218921,2262,,79437,96548,1.81,1.81,0,,1432,96272,0.143
France,FRA,26/01/2021,1324655,1319268,5386,1,103472,92656,1.96,1.96,0.01,0,1374,91953,0.136
France,FRA,27/01/2021,1437470,1426487,10982,1,112815,89101,2.13,2.12,0.02,0,1322,87622,0.13
France,FRA,28/01/2021,1576122,1550799,25322,1,138652,86266,2.34,2.3,0.04,0,1279,82759,0.123
France,FRA,29/01/2021,1685554,1642948,42605,1,109432,84588,2.5,2.44,0.06,0,1255,78636,0.117
France,FRA,30/01/2021,1718864,1672041,46822,1,33310,83845,2.55,2.48,0.07,0,1244,77299,0.115
France,FRA,31/01/2021,1725766,1677259,48506,1,6902,83431,2.56,2.49,0.07,0,1237,76651,0.114
France,FRA,01/02/2021,1800081,1730460,69620,1,74315,82700,2.67,2.57,0.1,0,1227,73077,0.108
France,FRA,02/02/2021,1906907,1802721,104185,1,106826,83179,2.83,2.67,0.15,0,1234,69065,0.102
France,FRA,03/02/2021,2016097,1874973,141123,1,109190,82661,2.99,2.78,0.21,0,1226,64069,0.095
France,FRA,04/02/2021,2148137,1956983,191153,1,132040,81716,3.19,2.9,0.28,0,1212,58026,0.086
France,FRA,05/02/2021,2261609,2025182,236426,1,113472,82294,3.35,3,0.35,0,1221,54605,0.081
France,FRA,06/02/2021,2295142,2048324,246817,1,33533,82325,3.4,3.04,0.37,0,1221,53755,0.08
France,FRA,07/02/2021,2305377,2053509,251867,1,10235,82802,3.42,3.05,0.37,0,1228,53750,0.08
France,FRA,08/02/2021,2398128,2100316,297811,1,92751,85435,3.56,3.12,0.44,0,1267,52837,0.078
France,FRA,09/02/2021,2536478,2166294,370183,1,138350,89939,3.76,3.21,0.55,0,1334,51939,0.077
France,FRA,10/02/2021,2683925,2237149,446775,1,147447,95404,3.98,3.32,0.66,0,1415,51739,0.077
France,FRA,11/02/2021,2870138,2324345,545792,1,186213,103143,4.26,3.45,0.81,0,1530,52480,0.078
France,FRA,12/02/2021,3023563,2403592,619970,1,153425,108851,4.48,3.56,0.92,0,1614,54059,0.08
France,FRA,13/02/2021,3065363,2425922,639440,1,41800,110032,4.55,3.6,0.95,0,1632,53943,0.08
France,FRA,14/02/2021,3077610,2430976,646633,1,12247,110319,4.56,3.61,0.96,0,1636,53924,0.08
France,FRA,15/02/2021,3192053,2469018,723034,1,114443,113418,4.73,3.66,1.07,0,1682,52672,0.078
France,FRA,16/02/2021,3342995,2519354,823640,1,150942,115217,4.96,3.74,1.22,0,1709,50437,0.075
France,FRA,17/02/2021,3496339,2569822,926515,2,153344,116059,5.19,3.81,1.37,0,1721,47525,0.07
France,FRA,18/02/2021,3684481,2639519,1044960,2,188142,116335,5.46,3.91,1.55,0,1725,45025,0.067
France,FRA,19/02/2021,3840104,2704545,1135556,3,155623,116649,5.7,4.01,1.68,0,1730,42993,0.064
France,FRA,20/02/2021,3887047,2723115,1163929,3,46943,117383,5.77,4.04,1.73,0,1741,42456,0.063
France,FRA,21/02/2021,3896729,2726419,1170307,3,9682,117017,5.78,4.04,1.74,0,1736,42206,0.063
France,FRA,22/02/2021,4007193,2763864,1243324,5,110464,116449,5.94,4.1,1.84,0,1727,42121,0.062
France,FRA,23/02/2021,4144903,2817602,1327295,6,137710,114558,6.15,4.18,1.97,0,1699,42607,0.063
France,FRA,24/02/2021,4285859,2877548,1408304,7,140956,112789,6.36,4.27,2.09,0,1673,43961,0.065
France,FRA,25/02/2021,4477675,2978067,1499600,8,191816,113313,6.64,4.42,2.22,0,1681,48364,0.072
France,FRA,26/02/2021,4662000,3091465,1570527,8,184325,117414,6.91,4.59,2.33,0,1741,55274,0.082
France,FRA,27/02/2021,4736032,3143546,1592478,8,74032,121284,7.02,4.66,2.36,0,1799,60062,0.089
France,FRA,28/02/2021,4746633,3149734,1596890,9,10601,121415,7.04,4.67,2.37,0,1801,60474,0.09
France,FRA,01/03/2021,4865187,3215578,1649599,10,118554,122571,7.22,4.77,2.45,0,1818,64531,0.096
France,FRA,02/03/2021,5032659,3316894,1715753,12,167472,126822,7.46,4.92,2.54,0,1881,71327,0.106
France,FRA,03/03/2021,5214503,3433280,1781211,12,181844,132663,7.73,5.09,2.64,0,1968,79390,0.118
France,FRA,04/03/2021,5446830,3596791,1850024,15,232327,138451,8.08,5.33,2.74,0,2053,88389,0.131
France,FRA,05/03/2021,5710944,3797625,1913301,18,264114,149849,8.47,5.63,2.84,0,2223,100880,0.15
France,FRA,06/03/2021,5936662,4005547,1931094,21,225718,171519,8.81,5.94,2.86,0,2544,123143,0.183
France,FRA,07/03/2021,6063363,4126801,1936540,22,126701,188104,8.99,6.12,2.87,0,2790,139581,0.207
France,FRA,08/03/2021,6221193,4233892,1987277,24,157830,193715,9.23,6.28,2.95,0,2873,145473,0.216
France,FRA,09/03/2021,6450248,4406226,2043996,26,229055,202513,9.57,6.54,3.03,0,3004,155619,0.231
France,FRA,10/03/2021,6686212,4585056,2101125,31,235964,210244,9.92,6.8,3.12,0,3118,164539,0.244
France,FRA,11/03/2021,6991944,4827772,2164139,33,305732,220731,10.37,7.16,3.21,0,3274,175854,0.261
France,FRA,12/03/2021,7340123,5122472,2217618,33,348179,232740,10.89,7.6,3.29,0,3452,189264,0.281
France,FRA,13/03/2021,7586717,5353795,2232888,34,246594,235722,11.25,7.94,3.31,0,3496,192607,0.286
France,FRA,14/03/2021,7653457,5417109,2236313,35,66740,227156,11.35,8.03,3.32,0,3369,184330,0.273
France,FRA,15/03/2021,7844529,5575564,2268927,38,191072,231905,11.63,8.27,3.37,0,3440,191667,0.284
France,FRA,16/03/2021,8025591,5717097,2308451,43,181062,225049,11.9,8.48,3.42,0,3338,187267,0.278
France,FRA,17/03/2021,8214776,5867500,2347228,48,189185,218366,12.18,8.7,3.48,0,3239,183206,0.272
France,FRA,18/03/2021,8427136,6035268,2391816,52,212360,205027,12.5,8.95,3.55,0,3041,172499,0.256
France,FRA,19/03/2021,8694529,6265231,2429244,54,267393,193487,12.9,9.29,3.6,0,2870,163251,0.242
France,FRA,20/03/2021,8872933,6431855,2441023,55,178404,183745,13.16,9.54,3.62,0,2725,154009,0.228
France,FRA,21/03/2021,8925448,6481732,2443660,56,52515,181713,13.24,9.61,3.62,0,2695,152089,0.226
France,FRA,22/03/2021,9129589,6651631,2477901,57,204141,183580,13.54,9.87,3.68,0,2723,153724,0.228
France,FRA,23/03/2021,9422257,6901917,2520282,58,292668,199524,13.98,10.24,3.74,0,2959,169260,0.251
France,FRA,24/03/2021,9722933,7158752,2564123,58,300676,215451,14.42,10.62,3.8,0,3196,184465,0.274
France,FRA,25/03/2021,10109352,7500463,2608826,63,386419,240317,14.99,11.12,3.87,0,3564,209314,0.31
France,FRA,26/03/2021,10509906,7859177,2650662,67,400554,259340,15.59,11.66,3.93,0,3847,227707,0.338
France,FRA,27/03/2021,10721757,8054385,2667304,68,211851,264118,15.9,11.95,3.96,0,3917,231790,0.344
France,FRA,28/03/2021,10784805,8113677,2671057,71,63048,265622,16,12.03,3.96,0,3940,233135,0.346
France,FRA,29/03/2021,11041947,8316569,2725303,75,257142,273194,16.38,12.34,4.04,0,4052,237848,0.353
France,FRA,30/03/2021,11396845,8601889,2794877,79,354898,282084,16.9,12.76,4.15,0,4184,242853,0.36
France,FRA,31/03/2021,11732590,8864790,2867717,83,335745,287094,17.4,13.15,4.25,0,4258,243720,0.361
France,FRA,01/04/2021,12135740,9180184,2955461,95,403150,289484,18,13.62,4.38,0,4294,239960,0.356
France,FRA,02/04/2021,12509047,9461436,3047509,102,373307,285592,18.55,14.03,4.52,0,4236,228894,0.339
France,FRA,03/04/2021,12711834,9602452,3109275,107,202787,284297,18.85,14.24,4.61,0,4217,221152,0.328
France,FRA,04/04/2021,12776873,9648824,3127940,109,65039,284581,18.95,14.31,4.64,0,4221,219307,0.325
France,FRA,05/04/2021,12851340,9712286,3138934,120,74467,258485,19.06,14.41,4.66,0,3834,199388,0.296
France,FRA,06/04/2021,13176146,9929339,3246671,136,324806,254186,19.54,14.73,4.82,0,3770,189636,0.281
France,FRA,07/04/2021,13551642,10189480,3362009,153,375496,259865,20.1,15.11,4.99,0,3854,189241,0.281
France,FRA,08/04/2021,14010592,10527108,3483317,167,458950,267836,20.78,15.61,5.17,0,3973,192418,0.285
France,FRA,09/04/2021,14537054,10937135,3599704,215,526462,289715,21.56,16.22,5.34,0,4297,210814,0.313
France,FRA,10/04/2021,14832278,11149681,3682368,229,295224,302921,22,16.54,5.46,0,4493,221033,0.328
France,FRA,11/04/2021,14922877,11205721,3716920,236,90599,306572,22.13,16.62,5.51,0,4547,222414,0.33
France,FRA,12/04/2021,15274900,11442626,3831993,281,352023,346223,22.66,16.97,5.68,0,5135,247191,0.367
France,FRA,13/04/2021,15729089,11751970,3976741,378,454189,364706,23.33,17.43,5.9,0,5409,260376,0.386
France,FRA,14/04/2021,16162925,12046347,4115990,588,433836,373040,23.97,17.87,6.1,0,5533,265267,0.393
France,FRA,15/04/2021,16648025,12383420,4263683,922,485100,376776,24.69,18.37,6.32,0,5588,265187,0.393
France,FRA,16/04/2021,17133151,12722596,4409281,1274,485126,370871,25.41,18.87,6.54,0,5501,255066,0.378
France,FRA,17/04/2021,17412010,12911192,4499436,1382,278859,368533,25.83,19.15,6.67,0,5466,251644,0.373
France,FRA,18/04/2021,17499025,12962750,4534849,1426,87015,368021,25.95,19.23,6.73,0,5458,251004,0.372
France,FRA,19/04/2021,17843178,13168257,4673042,1879,344153,366897,26.46,19.53,6.93,0,5442,246519,0.366
France,FRA,20/04/2021,18268522,13422516,4843561,2445,425344,362776,27.1,19.91,7.18,0,5381,238649,0.354
France,FRA,21/04/2021,18691143,13675611,5012258,3274,422621,361174,27.72,20.28,7.43,0,5357,232752,0.345
France,FRA,22/04/2021,19167397,13962957,5200349,4091,476254,359910,28.43,20.71,7.71,0.01,5338,225648,0.335
France,FRA,23/04/2021,19649216,14260949,5387566,4832,481819,359438,29.14,21.15,7.99,0.01,5331,219765,0.326
France,FRA,24/04/2021,19951315,14451336,5500601,5078,302099,362758,29.59,21.43,8.16,0.01,5380,220021,0.326
France,FRA,25/04/2021,20059639,14520789,5539545,5129,108324,365802,29.75,21.54,8.22,0.01,5426,222577,0.33
France,FRA,26/04/2021,20436913,14741607,5698314,5684,377274,370534,30.31,21.86,8.45,0.01,5496,224764,0.333
France,FRA,27/04/2021,20909590,15026098,5895078,6623,472677,377295,31.01,22.29,8.74,0.01,5596,229083,0.34
France,FRA,28/04/2021,21393382,15325470,6087978,8045,483792,386034,31.73,22.73,9.03,0.01,5726,235694,0.35
France,FRA,29/04/2021,21947590,15682454,6299905,9327,554208,397170,32.55,23.26,9.34,0.01,5891,245642,0.364
France,FRA,30/04/2021,22505409,16054544,6503729,10454,557819,408028,33.38,23.81,9.65,0.02,6052,256228,0.38
France,FRA,01/05/2021,22725667,16222118,6558218,10638,220258,396336,33.71,24.06,9.73,0.02,5878,252969,0.375
France,FRA,02/05/2021,22855289,16313875,6596481,10720,129622,399379,33.9,24.2,9.78,0.02,5924,256155,0.38
France,FRA,03/05/2021,23314689,16602948,6771025,11557,459400,411111,34.58,24.63,10.04,0.02,6098,265906,0.394
France,FRA,04/05/2021,23855595,16918483,7003552,12795,540906,420858,35.38,25.09,10.39,0.02,6242,270341,0.401
France,FRA,05/05/2021,24408428,17245691,7234041,14110,552833,430721,36.2,25.58,10.73,0.02,6388,274317,0.407
France,FRA,06/05/2021,25028325,17625021,7484358,15740,619897,440105,37.12,26.14,11.1,0.02,6528,277510,0.412
France,FRA,07/05/2021,25659291,17997741,7760488,16971,630966,450555,38.06,26.69,11.51,0.03,6683,277600,0.412
France,FRA,08/05/2021,25948494,18219837,7829670,17271,289203,460404,38.49,27.02,11.61,0.03,6829,285388,0.423
France,FRA,09/05/2021,26125040,18349469,7877022,17516,176546,467107,38.75,27.22,11.68,0.03,6928,290799,0.431
France,FRA,10/05/2021,26668282,18662782,8112954,18746,543242,479085,39.55,27.68,12.03,0.03,7106,294262,0.436
France,FRA,11/05/2021,27331420,19066561,8385055,20312,663138,496546,40.54,28.28,12.44,0.03,7365,306868,0.455
France,FRA,12/05/2021,27999899,19500536,8628169,21855,668479,513067,41.53,28.92,12.8,0.03,7610,322121,0.478
France,FRA,13/05/2021,28395672,19839015,8686609,22286,395773,481050,42.12,29.43,12.88,0.03,7135,316285,0.469
France,FRA,14/05/2021,29018245,20293233,8861593,23403,622573,479851,43.04,30.1,13.14,0.03,7117,327927,0.486
France,FRA,15/05/2021,29487486,20668116,8959218,23847,469241,505570,43.74,30.65,13.29,0.04,7499,349754,0.519
France,FRA,16/05/2021,29711106,20870790,8980415,24014,223620,512295,44.07,30.96,13.32,0.04,7598,360189,0.534
France,FRA,17/05/2021,30237612,21246813,9133824,25560,526506,509904,44.85,31.51,13.55,0.04,7563,369147,0.548
France,FRA,18/05/2021,30852191,21706452,9295517,27549,614579,502967,45.76,32.19,13.79,0.04,7460,377127,0.559
France,FRA,19/05/2021,31466971,22173687,9446295,29999,614780,495296,46.67,32.89,14.01,0.04,7346,381879,0.566
France,FRA,20/05/2021,32136807,22681070,9615892,32329,669836,534448,47.67,33.64,14.26,0.05,7927,406008,0.602
France,FRA,21/05/2021,32802650,23170616,9802965,34335,665843,540629,48.65,34.37,14.54,0.05,8019,411055,0.61
France,FRA,22/05/2021,33230152,23517689,9887760,35017,427502,534667,49.29,34.88,14.67,0.05,7930,407082,0.604
France,FRA,23/05/2021,33406419,23679296,9902665,35267,176267,527902,49.55,35.12,14.69,0.05,7830,401215,0.595
France,FRA,24/05/2021,33703309,23942391,9936906,35870,296890,495100,49.99,35.51,14.74,0.05,7343,385083,0.571
France,FRA,25/05/2021,34294762,24342434,10133582,38219,591453,491796,50.87,36.1,15.03,0.06,7294,376569,0.559
France,FRA,26/05/2021,34898304,24755748,10329305,40441,603542,490190,51.76,36.72,15.32,0.06,7270,368866,0.547
France,FRA,27/05/2021,35568505,25205387,10562012,42622,670201,490243,52.76,37.38,15.67,0.06,7271,360617,0.535
France,FRA,28/05/2021,36259159,25634840,10847827,44585,690654,493787,53.78,38.02,16.09,0.07,7324,352032,0.522
France,FRA,29/05/2021,36707902,25933737,11008452,45185,448743,496821,54.44,38.46,16.33,0.07,7369,345150,0.512
France,FRA,30/05/2021,36847682,26040779,11041992,45353,139780,491609,54.65,38.62,16.38,0.07,7292,337355,0.5
France,FRA,31/05/2021,37410466,26398623,11258133,46836,562784,529594,55.49,39.15,16.7,0.07,7855,350890,0.52
France,FRA,01/06/2021,38094835,26829656,11529709,48832,684369,542868,56.5,39.79,17.1,0.07,8052,355317,0.527
France,FRA,02/06/2021,38746933,27249136,11774836,50835,652098,549804,57.47,40.42,17.46,0.08,8155,356198,0.528
France,FRA,03/06/2021,39471550,27713478,12052675,52671,724617,557578,58.54,41.1,17.88,0.08,8270,358299,0.531
France,FRA,04/06/2021,40233448,28168980,12379807,54437,761898,567756,59.67,41.78,18.36,0.08,8421,362020,0.537
France,FRA,05/06/2021,40727718,28473693,12578390,55119,494270,574259,60.41,42.23,18.66,0.08,8517,362851,0.538
France,FRA,06/06/2021,40910265,28606913,12628528,55345,182547,580369,60.68,42.43,18.73,0.08,8608,366591,0.544
France,FRA,07/06/2021,41512815,28945821,12899857,56879,602550,586050,61.57,42.93,19.13,0.08,8692,363885,0.54
France,FRA,08/06/2021,42199073,29339358,13205368,58696,686258,586320,62.59,43.52,19.59,0.09,8696,358529,0.532
France,FRA,09/06/2021,42861015,29723942,13493186,60438,661942,587726,63.57,44.09,20.01,0.09,8717,353544,0.524
France,FRA,10/06/2021,43556488,30128513,13797739,62179,695473,583563,64.6,44.69,20.46,0.09,8655,345005,0.512
France,FRA,11/06/2021,44301681,30514997,14171911,63685,745193,581176,65.71,45.26,21.02,0.09,8620,335145,0.497
France,FRA,12/06/2021,44796603,30798176,14390580,64198,494922,581269,66.44,45.68,21.34,0.1,8621,332069,0.493
France,FRA,13/06/2021,44975605,30902980,14465480,64401,179002,580763,66.71,45.84,21.46,0.1,8614,328010,0.487
France,FRA,14/06/2021,45573540,31143727,14827866,65846,597935,580104,67.59,46.19,21.99,0.1,8604,313987,0.466
France,FRA,15/06/2021,46268750,31451621,15224460,67440,695210,581382,68.63,46.65,22.58,0.1,8623,301752,0.448
France,FRA,16/06/2021,46941599,31765460,15590944,68863,672849,582941,69.62,47.11,23.12,0.1,8646,291645,0.433
France,FRA,17/06/2021,47632764,32083139,15973866,70318,691165,582325,70.65,47.59,23.69,0.1,8637,279232,0.414
France,FRA,18/06/2021,48398149,32404864,16428573,71686,765385,585210,71.78,48.06,24.37,0.11,8680,269981,0.4
France,FRA,19/06/2021,48896599,32629147,16707832,72156,498450,585714,72.52,48.4,24.78,0.11,8687,261567,0.388
France,FRA,20/06/2021,49073636,32703495,16811203,72286,177037,585433,72.79,48.51,24.93,0.11,8683,257216,0.382
France,FRA,21/06/2021,49672138,32899054,17218184,73327,598502,585514,73.67,48.8,25.54,0.11,8684,250761,0.372
France,FRA,22/06/2021,50363592,33122038,17693261,74620,691454,584977,74.7,49.13,26.24,0.11,8676,238631,0.354
France,FRA,23/06/2021,51038364,33355913,18140014,75852,674772,585252,75.7,49.47,26.91,0.11,8680,227208,0.337
France,FRA,24/06/2021,51690668,33597604,18557887,77235,652304,579701,76.67,49.83,27.52,0.11,8598,216352,0.321
France,FRA,25/06/2021,52442374,33825829,19090098,78668,751706,577746,77.78,50.17,28.31,0.12,8569,202995,0.301
France,FRA,26/06/2021,52966727,33978958,19465556,79271,524353,581447,78.56,50.4,28.87,0.12,8624,192830,0.286
France,FRA,27/06/2021,53179037,34034796,19622616,79440,212310,586486,78.87,50.48,29.1,0.12,8699,190186,0.282
France,FRA,28/06/2021,53787778,34189335,20080453,80616,608741,587949,79.78,50.71,29.78,0.12,8720,184326,0.273
France,FRA,29/06/2021,54478700,34371816,20593836,82763,690922,587873,80.8,50.98,30.54,0.12,8719,178540,0.265
France,FRA,30/06/2021,55165968,34575613,21081940,84829,687268,589658,81.82,51.28,31.27,0.13,8746,174243,0.258
France,FRA,01/07/2021,55857651,34807400,21547750,87093,691683,595283,82.85,51.63,31.96,0.13,8829,172828,0.256
France,FRA,02/07/2021,56608073,35035512,22077298,89265,750422,595100,83.96,51.96,32.74,0.13,8826,172812,0.256
France,FRA,03/07/2021,57119631,35177457,22450819,90195,511558,593272,84.72,52.18,33.3,0.13,8799,171214,0.254
France,FRA,04/07/2021,57317848,35234144,22592761,90465,198217,591259,85.01,52.26,33.51,0.13,8770,171335,0.254
France,FRA,05/07/2021,57907286,35402574,23016837,92157,589438,588501,85.89,52.51,34.14,0.14,8729,173320,0.257
France,FRA,06/07/2021,58580684,35599304,23499320,94051,673398,585998,86.89,52.8,34.85,0.14,8691,175355,0.26
France,FRA,07/07/2021,59235309,35812746,23945633,95981,654625,581334,87.86,53.12,35.52,0.14,8622,176733,0.262
France,FRA,08/07/2021,59892995,36044203,24378928,98127,657686,576478,88.83,53.46,36.16,0.15,8550,176686,0.262
